date,Daily Sales
2019-01-01,0.6264521212061659
2019-01-02,1.3010687832391103
2019-01-03,1.7516890145308448
2019-01-04,3.256293853678732
2019-01-05,3.732920480297076
2019-01-06,3.423140776837613
2019-01-07,2.097496070282647
2019-01-08,1.7632866706537247
2019-01-09,0.8670674363176005
2019-01-10,0.4381193581041672
2019-01-11,-0.8058433462609644
2019-01-12,-1.0261369431341674
2019-01-13,-0.9407053468351112
2019-01-14,0.06690587096986611
2019-01-15,0.6480933094096062
2019-01-16,1.3305439485057995
2019-01-17,1.012085932565256
2019-01-18,-0.04168845559010781
2019-01-19,-0.45329436561263015
2019-01-20,-0.2961639331665088
2019-01-21,-0.047902595834808936
2019-01-22,0.41808250723384155
2019-01-23,0.2179008256981385
2019-01-24,0.23017098273138825
2019-01-25,0.626221539955067
2019-01-26,1.041390450307362
2019-01-27,1.6389018715279287
2019-01-28,2.4056185145365303
2019-01-29,3.1759099222738074
2019-01-30,2.4890036289519966
2019-01-31,1.4108773132289616
2019-02-01,0.38944220269357865
2019-02-02,-0.6468562642767428
2019-02-03,-1.663949592046265
2019-02-04,-2.248445652196383
2019-02-05,-1.2155905450156437
2019-02-06,0.8630306546661909
2019-02-07,1.9239038371202004
2019-02-08,2.8450591395463563
2019-02-09,3.1596181572955464
2019-02-10,4.759419193315901
2019-02-11,5.307535023303485
2019-02-12,4.679647748947865
2019-02-13,4.608003147757241
2019-02-14,3.719790406672227
2019-02-15,2.6603975027462123
2019-02-16,1.5963780801222949
2019-02-17,1.307072418997128
2019-02-18,1.841418158718171
2019-02-19,1.928576386754855
2019-02-20,2.1803847361568134
2019-02-21,1.896224804811103
2019-02-22,1.4393250857961868
2019-02-23,1.227005747482203
2019-02-24,1.615327493727709
2019-02-25,1.5635998794597006
2019-02-26,1.0637757290638667
2019-02-27,0.9451187388293294
2019-02-28,1.8201902104285614
2019-03-01,2.1500555158546626
2019-03-02,2.69646844311054
2019-03-03,2.9157861401270324
2019-03-04,2.084411639297755
2019-03-05,2.026888594568111
2019-03-06,2.7091345791996804
2019-03-07,3.625821689357124
2019-03-08,4.26805526742872
2019-03-09,3.4922045086477604
2019-03-10,1.9987223059474752
2019-03-11,1.6734341296104498
2019-03-12,2.1067309866014563
2019-03-13,1.8556143896790291
2019-03-14,1.0788844101237305
2019-03-15,1.3999026466243478
2019-03-16,1.7589931506715002
2019-03-17,1.4230408343415828
2019-03-18,1.4261349264009677
2019-03-19,2.4990735742253714
2019-03-20,3.831434055516625
2019-03-21,4.162154460666545
2019-03-22,3.8886288986522493
2019-03-23,4.037403015969851
2019-03-24,4.691236509117767
2019-03-25,4.672729732300869
2019-03-26,3.798818636489729
2019-03-27,3.576564311018755
2019-03-28,4.128443296643816
2019-03-29,4.089383516859632
2019-03-30,4.328912835483875
2019-03-31,5.438707867705677
2019-04-01,5.970948889562276
2019-04-02,5.540707929642057
2019-04-03,4.68660293446211
2019-04-04,3.260313866148847
2019-04-05,2.184828342344196
2019-04-06,1.6388630079169149
2019-04-07,1.7531169071988004
2019-04-08,0.8962847218305083
2019-04-09,1.6001323082236434
2019-04-10,3.3671196371767858
2019-04-11,5.007973140667671
2019-04-12,5.5545770549138505
2019-04-13,5.491726028282724
2019-04-14,4.649560126327272
2019-04-15,3.6531677782543373
2019-04-16,2.6043412601426326
2019-04-17,2.1452426724663862
2019-04-18,2.337388813614597
2019-04-19,2.57755401436186
2019-04-20,2.7822561523339373
2019-04-21,3.8639060511310546
2019-04-22,5.292467414498223
2019-04-23,5.994894626068629
2019-04-24,6.140857260581
2019-04-25,6.137317614386649
2019-04-26,5.91931800882493
2019-04-27,6.082481535626197
2019-04-28,6.262995621154757
2019-04-29,6.098023297025943
2019-04-30,4.574881077702502
2019-05-01,2.1652886037716113
2019-05-02,0.9134706680652607
2019-05-03,1.6958882287748152
2019-05-04,3.2897917401328747
2019-05-05,4.647638046621861
2019-05-06,6.519297702722577
2019-05-07,7.573016170704005
2019-05-08,7.118313066493593
2019-05-09,6.6969265898509605
2019-05-10,6.480991696148588
2019-05-11,6.309390499621492
2019-05-12,6.28583073399704
2019-05-13,5.904834319095122
2019-05-14,4.98552989822525
2019-05-15,4.374502889352756
2019-05-16,4.432430711021411
2019-05-17,5.002103485169635
2019-05-18,6.008848616789962
2019-05-19,6.828891538273019
2019-05-20,7.191832782044742
2019-05-21,6.277421563933788
2019-05-22,4.937444251506933
2019-05-23,4.786235036050504
2019-05-24,4.169069981518341
2019-05-25,4.136282933108026
2019-05-26,4.867330000068753
2019-05-27,5.432570336333178
2019-05-28,6.037232921187205
2019-05-29,6.585302530780142
2019-05-30,7.387495996236769
2019-05-31,7.664676955903777
2019-06-01,7.21712921689275
2019-06-02,6.9898440482313555
2019-06-03,6.510691421262704
2019-06-04,5.838923455418904
2019-06-05,5.17626958484498
2019-06-06,5.370249532430931
2019-06-07,5.1081254981666655
2019-06-08,5.053402554351675
2019-06-09,5.429931906895093
2019-06-10,5.912093992154817
2019-06-11,6.190187573517795
2019-06-12,7.16652710323486
2019-06-13,6.834399568615983
2019-06-14,6.06374882791396
2019-06-15,5.581733168178744
2019-06-16,5.59028931016257
2019-06-17,5.965974462792208
2019-06-18,7.1040343143940055
2019-06-19,7.76472974628192
2019-06-20,8.930738146969889
2019-06-21,9.450654594341092
2019-06-22,9.14220524288259
2019-06-23,8.074740218169305
2019-06-24,7.8858141278873255
2019-06-25,7.1340808957554165
2019-06-26,6.3321709962667185
2019-06-27,6.02596229000865
2019-06-28,5.766498703686121
2019-06-29,5.379143880410795
2019-06-30,5.6884706270954695
2019-07-01,6.092039055495523
2019-07-02,6.4558163929538255
2019-07-03,6.943627158172054
2019-07-04,7.342348854348982
2019-07-05,8.169960000730127
2019-07-06,8.620398587315899
2019-07-07,8.746717837352243
2019-07-08,8.333880046077844
2019-07-09,7.249652365893599
2019-07-10,6.036714009290257
2019-07-11,5.787624667335107
2019-07-12,6.867005058277792
2019-07-13,8.190558138980908
2019-07-14,9.031863509338388
2019-07-15,9.517348837191658
2019-07-16,10.62080373177281
2019-07-17,11.031125461529872
2019-07-18,10.748309888962869
2019-07-19,9.943664795111475
2019-07-20,9.061716770302596
2019-07-21,7.3745325646214805
2019-07-22,6.393616119179086
2019-07-23,5.039841812369822
2019-07-24,3.945888170699174
2019-07-25,3.7015717801587495
2019-07-26,5.337895860923997
2019-07-27,7.642775967115407
2019-07-28,8.954159884726215
2019-07-29,9.301486438820618
2019-07-30,9.63301571728357
2019-07-31,9.410899088775167
2019-08-01,9.234336472512664
2019-08-02,9.012868212023664
2019-08-03,8.44474066696389
2019-08-04,8.554769098281026
2019-08-05,8.391760920588894
2019-08-06,8.023010385252316
2019-08-07,7.35278349065644
2019-08-08,7.320522792678419
2019-08-09,7.559830528137557
2019-08-10,7.943190099913934
2019-08-11,8.380395191846638
2019-08-12,8.26224644364758
2019-08-13,8.613655410589748
2019-08-14,8.783128418039311
2019-08-15,8.855779209445144
2019-08-16,9.724750886699333
2019-08-17,9.89820207831561
2019-08-18,10.538571551179357
2019-08-19,10.222404284623593
2019-08-20,10.21596029111093
2019-08-21,10.327578059049513
2019-08-22,10.444849021609414
2019-08-23,10.589860769445833
2019-08-24,9.649606495811998
2019-08-25,8.956174266428834
2019-08-26,8.566680185672238
2019-08-27,8.264073302900048
2019-08-28,8.469834821595612
2019-08-29,9.197995359829877
2019-08-30,8.910958663918377
2019-08-31,8.262966955785547
2019-09-01,7.687583017113344
2019-09-02,8.352130814573613
2019-09-03,9.142603441787097
2019-09-04,9.954921032127073
2019-09-05,10.652104760678158
2019-09-06,10.758454505059856
2019-09-07,10.475408631088351
2019-09-08,10.350051384458501
2019-09-09,9.28671464652757
2019-09-10,8.705831330057434
2019-09-11,9.284926103401467
2019-09-12,9.650050092299763
2019-09-13,9.722745808250114
2019-09-14,10.032368068147607
2019-09-15,10.423527282421423
2019-09-16,11.173389840518032
2019-09-17,11.576831041934863
2019-09-18,12.382061144242702
2019-09-19,12.265294387016105
2019-09-20,11.65035888074601
2019-09-21,11.393022004097311
2019-09-22,11.072057206159405
2019-09-23,10.35619188311195
2019-09-24,9.260867407291526
2019-09-25,8.176838651017915
2019-09-26,8.379604562208991
2019-09-27,8.768082321113987
2019-09-28,10.723675545980964
2019-09-29,11.66972114264133
2019-09-30,12.493643515015654
2019-10-01,13.073348647400746
2019-10-02,13.039299687735511
2019-10-03,12.889536332845553
2019-10-04,11.409233469559162
2019-10-05,9.244115053598355
2019-10-06,8.183155497109107
2019-10-07,7.387679048927127
2019-10-08,7.405825201888432
2019-10-09,7.934065477628521
2019-10-10,8.028177758746278
2019-10-11,9.286798431708666
2019-10-12,10.084874394229091
2019-10-13,11.430840990183961
2019-10-14,12.193813457075564
2019-10-15,11.950812258717502
2019-10-16,11.739737398886826
2019-10-17,11.67928049291181
2019-10-18,12.004055788053128
2019-10-19,12.876433593992962
